Protein Details,Gene Name,SCC count,SCC proportion,SCC mean,SCC std,SCC UNIQUE,Keratosis count,Keratosis proportion,Keratosis mean,Keratosis std,Keratosis UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
O75937 (gene DNAJC8):  DnaJ homolog subfamily C member 8,DNAJC8,17,0.8095238095238095,5279461.142857143,10933686.612949189,False,1,0.14285714285714285,36207.142857142855,88689.02504405665,False,1.0,145.81269678034843,7.187972538962965,1.0,3.1879402382985425,0.0014329014813803907,0.13548906559768029,51.0,1.2226050657125016,0.232446386485594,0.7309836941303514,1390.0,124.0,0.006631717380655617,0.28462281343527285,82.5,0.0014329014813803907,0.4004005222140402,False,51.0
P35659 (gene DEK):  Protein DEK,DEK,12,0.5714285714285714,615546.5238095238,954763.0186790865,False,2,0.2857142857142857,19056.714285714286,30465.153183429025,False,1.0,32.30076888116345,5.013496601844926,1.0,1.3093073414159544,0.19043026382552397,0.4602776821117403,2283.0,1.5925403091240569,0.12334970606208094,0.7309836941303514,409.0,102.5,0.1060833628151741,0.3215221009619654,1964.5,0.1060833628151741,0.8321710365494179,False,409.0
"Q86Y56 (gene DNAAF5):  Dynein assembly factor 5, axonemal",DNAAF5,1,0.047619047619047616,440138.09523809527,1968357.4008793146,False,1,0.14285714285714285,11660.0,28561.05040085186,False,-1.0,37.74769255577595,5.238316552832816,1.0,-0.8473185457363233,0.39681759221478274,0.6057865289542973,3696.5,0.554965654491596,0.5836615601217046,0.7397758376218587,4707.0,67.0,0.4760334929424296,0.663710170342261,4266.0,0.39681759221478274,1.0,False,3696.5
P28799 (gene GRN):  Progranulin,GRN,17,0.8095238095238095,2731859.3333333335,3660635.8743495103,False,3,0.42857142857142855,357201.4285714286,526801.7295889973,False,1.0,7.64795186920537,2.935073444046012,1.0,1.9321835661585918,0.05333685282913981,0.28035917531158444,1016.5,1.648190121987549,0.11134716716505036,0.7309836941303514,331.0,115.0,0.027755067184406245,0.28462281343527285,501.5,0.027755067184406245,0.6069451150889297,False,331.0
Q14157 (gene UBAP2L):  Ubiquitin-associated protein 2-like,UBAP2L,13,0.6190476190476191,1226048.0,2366813.712099173,False,3,0.42857142857142855,69063.14285714286,101385.09291300962,False,1.0,17.752565974565165,4.14995566323582,1.0,0.8819171036881971,0.37782163710006367,0.6057865289542973,3341.0,1.2459123772430072,0.22390700448001039,0.7309836941303514,1292.0,102.0,0.12177830526849374,0.33934532384723143,2081.5,0.12177830526849374,0.8743086735362949,False,1292.0
P30046;A6NHG4 (gene DDT;DDTL):  D-dopachrome decarboxylase; D-dopachrome decarboxylase-like protein,DDT;DDTL,19,0.9047619047619048,88173326.66666667,132442722.10399154,False,6,0.8571428571428571,21582547.285714287,48809836.27698035,False,1.0,4.0853994433282415,2.03047714244334,1.0,0.3527668414752792,0.7242632442784083,0.8798522735420455,4825.5,1.2537988165326495,0.22107194190816934,0.7309836941303514,1267.0,110.0,0.05599745072933618,0.28691229439538496,1126.5,0.05599745072933618,0.6804089430778405,False,1126.5
Q9Y3A5 (gene SBDS):  Ribosome maturation protein SBDS,SBDS,12,0.5714285714285714,1097339.142857143,1843038.8980346792,False,2,0.2857142857142857,440007.28571428574,1065701.0263409733,False,1.0,2.4939113021123815,1.3184101555131535,1.0,1.3093073414159544,0.19043026382552397,0.4602776821117403,2283.0,0.8625054949012473,0.39629548424891614,0.7309836941303514,2936.0,97.5,0.18268510766269563,0.40321840633209105,2701.0,0.18268510766269563,1.0,False,2283.0
Q96CS3 (gene FAF2):  FAS-associated factor 2,FAF2,5,0.23809523809523808,52166.23809523809,101836.066509298,False,1,0.14285714285714285,12450.0,30496.14729765057,False,1.0,4.190059284421529,2.0669706565107533,1.0,0.5318160234783104,0.5948534237883254,0.7562104253827294,4631.5,0.9797768488027224,0.3362257465507361,0.7309836941303514,2412.0,83.0,0.505939881834961,0.6945322906183565,4339.0,0.3362257465507361,1.0,False,2412.0
P0DN76;Q01081 (gene U2AF1L5;U2AF1):  Splicing factor U2AF 35 kDa subunit-like protein; Splicing factor U2AF 35 kDa subunit,U2AF1L5;U2AF1,9,0.42857142857142855,1076778.5238095238,2764860.3467439553,False,1,0.14285714285714285,186277.14285714287,456283.95074352814,False,1.0,5.780518786620705,2.5311989766875804,1.0,1.3662601021279466,0.1718573390627992,0.4544773425747607,2207.5,0.8174395576177952,0.4211053059162335,0.7309836941303514,3174.0,94.0,0.21576422436569054,0.45373611651946055,2833.0,0.1718573390627992,1.0,False,2207.5
"P11182 (gene DBT):  Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",DBT,14,0.6666666666666666,1073001.0476190476,1450579.4124189026,False,1,0.14285714285714285,39562.71428571428,96908.46283951864,False,1.0,27.12152254880491,4.76136626569029,1.0,2.406543785484276,0.016104273412365543,0.19891945171464354,456.5,1.815001227343491,0.08107725208166956,0.7309836941303514,121.0,115.0,0.02187869652984403,0.28462281343527285,370.0,0.016104273412365543,0.5248148874595552,False,121.0
"O14561 (gene NDUFAB1):  Acyl carrier protein, mitochondrial",NDUFAB1,10,0.47619047619047616,2507478.8095238097,5553243.127059887,False,2,0.2857142857142857,386351.4285714286,895800.0531915362,False,1.0,6.4901502209761786,2.698251871221211,1.0,0.8819171036881969,0.3778216371000638,0.6057865289542973,3386.0,0.9696195839186489,0.34117034290838266,0.7309836941303514,2454.0,90.5,0.33186952385003454,0.5424475559696729,3647.5,0.33186952385003454,1.0,False,2454.0
Q9UM54 (gene MYO6):  Unconventional myosin-VI,MYO6,16,0.7619047619047619,405245.2428571428,550636.6652064669,False,4,0.5714285714285714,29400.085714285717,35547.8591967597,False,1.0,13.783811611353478,3.7849029838304613,1.0,0.9660917830792958,0.33399825582199805,0.5994685903231168,3246.0,1.7389978762328495,0.09386431115938107,0.7309836941303514,215.0,103.5,0.11331828518306541,0.33303295044441783,2025.0,0.09386431115938107,0.8057474537796653,False,215.0
P08236 (gene GUSB):  Beta-glucuronidase,GUSB,18,0.8571428571428571,3651009.476190476,4551754.905763832,False,2,0.2857142857142857,138428.7142857143,308457.6243157069,False,1.0,26.374654239932372,4.721080275736395,1.0,2.8982753492378874,0.0037522101008738503,0.14680136973209343,135.5,1.9659477802103364,0.060068272328791444,0.7309836941303514,50.0,129.5,0.002891545259084619,0.28462281343527285,20.0,0.002891545259084619,0.4240060838538656,False,20.0
Q86UE4 (gene MTDH):  Protein LYRIC,MTDH,15,0.7142857142857143,1135522.761904762,1631195.075134322,False,3,0.42857142857142855,367079.5714285714,776990.4067717876,False,1.0,3.0933967735729073,1.6291918921253907,1.0,1.3662601021279468,0.1718573390627991,0.4544773425747607,2128.0,1.1580596874792282,0.2573671719588394,0.7309836941303514,1629.0,105.0,0.092341844995498,0.30677201705705925,1710.5,0.092341844995498,0.7957315078138771,False,1629.0
O60841 (gene EIF5B):  Eukaryotic translation initiation factor 5B,EIF5B,13,0.6190476190476191,471176.8904761904,1023018.1885862896,False,1,0.14285714285714285,168901.42857142858,413722.31682713993,False,1.0,2.7896560405594175,1.480087251384222,1.0,2.182178902359924,0.029096331741252188,0.24657487950044113,676.5,0.7335833674435354,0.46976634554620933,0.7309836941303514,3616.0,104.0,0.08892309438191623,0.30677201705705925,1664.0,0.029096331741252188,0.6069451150889297,False,676.5
Q9UQC9 (gene CLCA2):  Calcium-activated chloride channel regulator 2,CLCA2,12,0.5714285714285714,530905.1714285715,1023371.3997857312,False,2,0.2857142857142857,80495.71428571429,155671.5986443571,False,1.0,6.5954464300740625,2.721470315376128,1.0,1.3093073414159544,0.19043026382552397,0.4602776821117403,2283.0,1.1177957232970137,0.2738767841392425,0.7309836941303514,1798.0,97.5,0.18268510766269563,0.40321840633209105,2701.0,0.18268510766269563,1.0,False,1798.0
P15144 (gene ANPEP):  Aminopeptidase N,ANPEP,15,0.7142857142857143,698187.7142857143,1188575.6007127324,False,3,0.42857142857142855,27879.157142857144,48071.492423022755,False,1.0,25.04335804282204,4.646356119893742,1.0,1.3662601021279468,0.1718573390627991,0.4544773425747607,2128.0,1.4374285373081561,0.16252327570584987,0.7309836941303514,737.0,111.0,0.04454276054556328,0.28462281343527285,904.5,0.04454276054556328,0.6643166262602261,False,737.0
P36543 (gene ATP6V1E1):  V-type proton ATPase subunit E 1,ATP6V1E1,16,0.7619047619047619,2886480.619047619,3823087.093303257,False,4,0.5714285714285714,2720558.5714285714,5620906.051956974,False,1.0,1.0609882284323917,0.08540864977160062,1.0,0.9660917830792958,0.33399825582199805,0.5994685903231168,3246.0,0.08435545420367979,0.9334200010033697,1.0,5292.0,94.5,0.27117288652105087,0.49778998184141215,3249.0,0.27117288652105087,1.0,False,3246.0
P30622 (gene CLIP1):  CAP-Gly domain-containing linker protein 1,CLIP1,15,0.7142857142857143,409598.6476190476,881613.1279822544,False,3,0.42857142857142855,276869.14285714284,618764.3600262493,False,1.0,1.479394357170782,0.5650066780610912,1.0,1.3662601021279468,0.1718573390627991,0.4544773425747607,2128.0,0.35573967239596926,0.724905675720585,0.8661700903963568,4993.0,95.0,0.25419751814092695,0.4730325618305584,3204.5,0.1718573390627991,1.0,False,2128.0
O00193 (gene SMAP):  Small acidic protein,SMAP,9,0.42857142857142855,2525943.3333333335,6368850.188767599,False,1,0.14285714285714285,224757.14285714287,550540.3160458249,False,1.0,11.238545308113306,3.4903834033475287,1.0,1.3662601021279466,0.1718573390627992,0.4544773425747607,2207.5,0.9200410631542776,0.3660092126471358,0.7309836941303514,2697.0,98.0,0.1374262102723615,0.3496310321897265,2339.0,0.1374262102723615,0.9442051099634264,False,2207.5
"Q6KB66 (gene KRT80):  Keratin, type II cytoskeletal 80",KRT80,20,0.9523809523809523,8342961.628571428,11026810.564184723,False,7,1.0,4993547.5,5687661.93101723,False,-1.0,1.6707484265584251,0.7404945155173593,1.0,-0.5879447357921321,0.5565693876824565,0.726743919219422,4134.0,0.742206312712525,0.4646151680666739,0.7309836941303514,3576.0,91.0,0.3755667038275734,0.5979799719870037,3745.5,0.3755667038275734,1.0,False,3576.0
Q8N1F7 (gene NUP93):  Nuclear pore complex protein Nup93,NUP93,14,0.6666666666666666,219798.89523809523,408354.83372813044,False,2,0.2857142857142857,80924.2,195481.4385711339,False,1.0,2.7161083487433815,1.4415410315255546,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,0.8357147242243105,0.41093001573080523,0.7309836941303514,3057.0,102.5,0.11526022099274318,0.33691449213263386,2037.5,0.07775989643932943,0.7151832612904004,False,1373.5
Q9UQB8 (gene BAIAP2):  Brain-specific angiogenesis inhibitor 1-associated protein 2,BAIAP2,11,0.5238095238095238,182563.3,348187.70287127496,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.457481573944047,0.013991498807523742,0.19457641465195022,414.5,1.3367701120536775,0.19287790746585248,0.7309836941303514,1020.0,112.0,0.02215636159196845,0.28462281343527285,390.5,0.013991498807523742,0.518467589352091,False,390.5
Q86Y82 (gene STX12):  Syntaxin-12,STX12,13,0.6190476190476191,1554756.8095238095,1774999.5497677932,False,2,0.2857142857142857,158551.42857142858,282870.98535392777,False,1.0,9.80600946659761,3.29366615438383,1.0,1.5314369543990851,0.1256614367857473,0.38191346503503226,1940.0,1.996995971480503,0.056393050653531486,0.7309836941303514,41.0,108.0,0.05729279411979739,0.28691229439538496,1149.0,0.056393050653531486,0.6847508959273451,False,41.0
Q15257 (gene PTPA):  Serine/threonine-protein phosphatase 2A activator,PTPA,17,0.8095238095238095,7683210.142857143,10903435.42300097,False,3,0.42857142857142855,5087441.428571428,12182162.038245484,False,1.0,1.510230682894192,0.5947689334236794,1.0,1.9321835661585918,0.05333685282913981,0.28035917531158444,1016.5,0.5100490055007746,0.6143199618730606,0.7649828621445793,4791.0,110.0,0.053316414553848425,0.28691229439538496,1079.5,0.053316414553848425,0.6643166262602261,False,1016.5
Q58FF8 (gene HSP90AB2P):  Putative heat shock protein HSP 90-beta 2,HSP90AB2P,15,0.7142857142857143,2887003.761904762,4856031.6190514965,False,4,0.5714285714285714,3473665.1428571427,8054881.008859081,False,1.0,0.8311117056980704,-0.26688569920825655,-1.0,0.7008766440504627,0.4833800013540931,0.7138230416035942,4015.5,-0.22245191634618694,0.825700332229803,0.9580179272817979,5142.0,86.0,0.5173803235046612,0.7073077474859782,4363.0,0.4833800013540931,1.0,False,4015.5
Q9UL25 (gene RAB21):  Ras-related protein Rab-21,RAB21,16,0.7619047619047619,2639201.380952381,3282744.6595321577,False,2,0.2857142857142857,104169.0,208700.98544568496,False,1.0,25.335765735747156,4.6631035277135,1.0,2.2771001702132443,0.0227802445408557,0.21490675495201642,535.5,1.9674818180412825,0.05988186409721389,0.7309836941303514,49.0,122.5,0.008454732774812554,0.28462281343527285,106.5,0.008454732774812554,0.4741732347635542,False,49.0
P05155 (gene SERPING1):  Plasma protease C1 inhibitor,SERPING1,19,0.9047619047619048,27216253.80952381,35795430.46494218,False,3,0.42857142857142855,17651824.85714286,42821512.69426317,False,1.0,1.5418379702826668,0.6246511623009497,1.0,2.6590801173915524,0.007835432803250966,0.16768516043736914,198.5,0.5605226568497682,0.5799215412503311,0.7366003651478551,4697.0,115.0,0.028831577376944587,0.28462281343527285,517.5,0.007835432803250966,0.46166484044465556,False,198.5
"P22570 (gene FDXR):  NADPH:adrenodoxin oxidoreductase, mitochondrial",FDXR,11,0.5238095238095238,516878.85714285716,1068881.1549643988,False,2,0.2857142857142857,8993.714285714286,16413.872544843503,False,1.0,57.471122682471915,5.844765326984201,1.0,1.0938835388564894,0.2740060591816259,0.546148877872236,2903.5,1.2113668894117375,0.23665027890259713,0.7309836941303514,1440.0,100.0,0.13384785516129594,0.34568671164168463,2309.0,0.13384785516129594,0.9321435453995622,False,1440.0
Q9UKV3 (gene ACIN1):  Apoptotic chromatin condensation inducer in the nucleus,ACIN1,15,0.7142857142857143,1279642.2,3051494.505485475,False,4,0.5714285714285714,113954.91428571429,250225.76910025775,False,1.0,11.229372669092431,3.4892054284612115,1.0,0.7008766440504627,0.4833800013540931,0.7138230416035942,4015.5,0.9728367728084127,0.33959889581657043,0.7309836941303514,2439.0,98.0,0.19539694087231785,0.42282849083940816,2754.0,0.19539694087231785,1.0,False,2439.0
Q15819 (gene UBE2V2):  Ubiquitin-conjugating enzyme E2 variant 2,UBE2V2,19,0.9047619047619048,36122602.14285714,52536850.06760772,False,4,0.5714285714285714,22191828.57142857,31146160.62290431,False,1.0,1.6277433843086941,0.7028732749319255,1.0,1.9941944725133751,0.04613080599042931,0.28035917531158444,872.0,0.6396040756003186,0.5280260125062157,0.7309836941303514,3998.0,93.0,0.312097528929412,0.5307810807947029,3357.5,0.04613080599042931,0.6643166262602261,False,872.0
O43847 (gene NRDC):  Nardilysin,NRDC,12,0.5714285714285714,852142.7619047619,1975476.5177057288,False,2,0.2857142857142857,731648.8571428572,1779871.0237484246,False,1.0,1.1646881609728437,0.2199437326990444,1.0,1.3093073414159544,0.19043026382552397,0.4602776821117403,2283.0,0.13795807763220722,0.891336444015369,1.0,5236.0,95.5,0.2227964000301874,0.4549582405087829,2861.0,0.19043026382552397,1.0,False,2283.0
P31150 (gene GDI1):  Rab GDP dissociation inhibitor alpha,GDI1,19,0.9047619047619048,4009485.1428571427,6129408.159140982,False,5,0.7142857142857143,1043407.7142857143,2421339.84207072,False,1.0,3.8426830547233144,1.9421139875285722,1.0,1.2472191289246468,0.21231716077296503,0.4602776821117403,2578.5,1.202843282207158,0.2398764763668466,0.7309836941303514,1467.0,114.0,0.03357473291096339,0.28462281343527285,665.5,0.03357473291096339,0.6378971429490139,False,665.5
Q9BQL6 (gene FERMT1):  Fermitin family homolog 1,FERMT1,13,0.6190476190476191,1431069.761904762,2238600.9063380444,False,2,0.2857142857142857,1695420.0,3692239.4886108274,False,1.0,0.8440797925610868,-0.2445487086433865,-1.0,1.5314369543990851,0.1256614367857473,0.38191346503503226,1940.0,-0.21802618570580093,0.8291108641279186,0.9610404925951354,5147.0,94.0,0.2634488364202784,0.48705787359261876,3226.0,0.1256614367857473,0.8869506506588792,False,1940.0
Q9Y2L1 (gene DIS3):  Exosome complex exonuclease RRP44,DIS3,8,0.38095238095238093,3974273.9523809524,17176763.755456127,False,1,0.14285714285714285,60604.28571428572,148449.57622584395,False,1.0,65.57744069539548,6.035127693353466,1.0,1.1681277400841037,0.24275524233587098,0.5112170052156042,2791.0,0.5808902615214091,0.5663161803555565,0.7309836941303514,4227.0,90.0,0.30610855609307774,0.5307810807947029,3346.0,0.24275524233587098,1.0,False,2791.0
Q7Z4W1 (gene DCXR):  L-xylulose reductase,DCXR,16,0.7619047619047619,959503.0952380953,1341562.0608080754,False,4,0.5714285714285714,821327.0,1596605.130672578,False,1.0,1.1682351794558403,0.22433073490338645,1.0,0.9660917830792958,0.33399825582199805,0.5994685903231168,3246.0,0.21642490882821283,0.830345675446216,0.9619111261576941,5150.0,90.5,0.3758007319596094,0.598033386735404,3748.5,0.33399825582199805,1.0,False,3246.0
Q6E213 (gene AWAT2):  Acyl-CoA wax alcohol acyltransferase 2,AWAT2,1,0.047619047619047616,27546.666666666668,123192.43844038843,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5879447357921312,0.5565693876824571,0.726743919219422,4362.0,0.5700877125495689,0.5735119825115527,0.7309836941303514,4599.5,77.0,0.6206907170753546,0.7561855867003402,4690.0,0.5565693876824571,1.0,False,4362.0
Q12797 (gene ASPH):  Aspartyl/asparaginyl beta-hydroxylase,ASPH,3,0.14285714285714285,110958.09523809524,371817.8854866996,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0583005244258363,0.28991845394256976,0.546148877872236,3051.0,0.7608260856918527,0.4536062650120539,0.7309836941303514,3504.0,84.0,0.32321952171088764,0.5307810807947029,3517.0,0.28991845394256976,1.0,False,3051.0
O94906 (gene PRPF6):  Pre-mRNA-processing factor 6,PRPF6,9,0.42857142857142855,326690.61904761905,711617.3607352865,False,3,0.42857142857142855,50613.57142857143,74179.53196296738,False,0.0,6.454605154710484,2.6903288447557068,1.0,0.0,1.0,1.0,5543.0,0.9873141231458261,0.3325882672915007,0.7309836941303514,2374.0,82.0,0.6380155504283024,0.7733443262607177,4922.0,0.3325882672915007,1.0,False,2374.0
O43681 (gene GET3):  ATPase GET3,GET3,14,0.6666666666666666,3202942.523809524,5664815.343092933,False,3,0.42857142857142855,9485650.0,23034578.47003128,False,1.0,0.3376618917848736,-1.5663487276097163,-1.0,1.1170370790654758,0.26397847159809784,0.546148877872236,2858.0,-1.1080978250021214,0.27796541693908255,0.7309836941303514,1840.0,94.0,0.27370115664878847,0.5010436025058828,3257.0,0.26397847159809784,1.0,False,1840.0
